epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555610505,2023-04-15T12.46.50.505,4.780,-1.011,0.205,-0.226
1681555610515,2023-04-15T12.46.50.515,4.790,-1.018,0.206,-0.254
1681555610525,2023-04-15T12.46.50.525,4.800,-1.031,0.198,-0.252
1681555610535,2023-04-15T12.46.50.535,4.810,-1.036,0.201,-0.227
1681555610545,2023-04-15T12.46.50.545,4.820,-1.048,0.199,-0.208
1681555610565,2023-04-15T12.46.50.565,4.840,-1.147,0.179,-0.160
1681555610575,2023-04-15T12.46.50.575,4.850,-1.114,0.209,-0.112
1681555610585,2023-04-15T12.46.50.585,4.860,-1.069,0.250,-0.063
1681555610595,2023-04-15T12.46.50.595,4.870,-1.037,0.261,-0.032
1681555610605,2023-04-15T12.46.50.605,4.880,-1.020,0.218,-0.037
1681555610615,2023-04-15T12.46.50.615,4.890,-1.020,0.151,-0.040
1681555610625,2023-04-15T12.46.50.625,4.900,-1.041,0.129,-0.046
1681555610635,2023-04-15T12.46.50.635,4.910,-1.088,0.139,-0.061
1681555610645,2023-04-15T12.46.50.645,4.920,-1.101,0.165,-0.078
1681555610655,2023-04-15T12.46.50.655,4.930,-1.096,0.211,-0.097
1681555610665,2023-04-15T12.46.50.665,4.940,-1.112,0.258,-0.113
1681555610675,2023-04-15T12.46.50.675,4.950,-1.138,0.318,-0.104
1681555610685,2023-04-15T12.46.50.685,4.960,-1.210,0.439,-0.059
1681555610695,2023-04-15T12.46.50.695,4.970,-1.407,0.605,-0.006
1681555610705,2023-04-15T12.46.50.705,4.980,-1.607,0.605,0.031
1681555610715,2023-04-15T12.46.50.715,4.990,-1.664,0.375,0.086
1681555610725,2023-04-15T12.46.50.725,5.000,-1.491,0.123,0.280
1681555610735,2023-04-15T12.46.50.735,5.010,-1.184,-0.240,0.356
1681555610745,2023-04-15T12.46.50.745,5.020,-1.194,-0.597,0.266
1681555610755,2023-04-15T12.46.50.755,5.030,-1.230,-0.747,0.217
1681555610765,2023-04-15T12.46.50.765,5.040,-1.303,-0.740,0.177
1681555610775,2023-04-15T12.46.50.775,5.050,-1.162,-0.551,0.180
1681555610785,2023-04-15T12.46.50.785,5.060,-1.048,-0.281,0.021
1681555610795,2023-04-15T12.46.50.795,5.070,-1.129,-0.032,-0.282
1681555610805,2023-04-15T12.46.50.805,5.080,-1.573,0.218,-0.640
1681555610815,2023-04-15T12.46.50.815,5.090,-1.790,0.504,-0.853
1681555610825,2023-04-15T12.46.50.825,5.100,-1.709,0.633,-0.922
1681555610835,2023-04-15T12.46.50.835,5.110,-1.537,0.499,-0.839
1681555610845,2023-04-15T12.46.50.845,5.120,-1.287,0.308,-0.690
1681555610855,2023-04-15T12.46.50.855,5.130,-1.155,0.164,-0.562
1681555610865,2023-04-15T12.46.50.865,5.140,-1.108,0.140,-0.492
1681555610875,2023-04-15T12.46.50.875,5.150,-1.127,0.176,-0.490
1681555610885,2023-04-15T12.46.50.885,5.160,-1.185,0.214,-0.508
1681555610895,2023-04-15T12.46.50.895,5.170,-1.206,0.188,-0.594
1681555610905,2023-04-15T12.46.50.905,5.180,-1.254,0.188,-0.676
1681555610915,2023-04-15T12.46.50.915,5.190,-1.262,0.276,-0.725
1681555610925,2023-04-15T12.46.50.925,5.200,-1.224,0.367,-0.771
1681555610935,2023-04-15T12.46.50.935,5.210,-1.180,0.448,-0.792
1681555610945,2023-04-15T12.46.50.945,5.220,-1.101,0.451,-0.775
1681555610955,2023-04-15T12.46.50.955,5.230,-0.973,0.391,-0.736
1681555610965,2023-04-15T12.46.50.965,5.240,-0.899,0.403,-0.705
1681555610975,2023-04-15T12.46.50.975,5.250,-0.873,0.426,-0.719
1681555610985,2023-04-15T12.46.50.985,5.260,-0.843,0.360,-0.707
1681555610995,2023-04-15T12.46.50.995,5.270,-0.825,0.241,-0.679
1681555611005,2023-04-15T12.46.51.005,5.280,-0.812,0.141,-0.655
1681555611015,2023-04-15T12.46.51.015,5.290,-0.782,0.081,-0.609
1681555611025,2023-04-15T12.46.51.025,5.300,-0.738,0.084,-0.577
1681555611035,2023-04-15T12.46.51.035,5.310,-0.680,0.114,-0.550
1681555611045,2023-04-15T12.46.51.045,5.320,-0.634,0.138,-0.529
1681555611055,2023-04-15T12.46.51.055,5.330,-0.602,0.130,-0.511
1681555611065,2023-04-15T12.46.51.065,5.340,-0.594,0.105,-0.513
1681555611075,2023-04-15T12.46.51.075,5.350,-0.589,0.104,-0.507
1681555611085,2023-04-15T12.46.51.085,5.360,-0.580,0.128,-0.464
1681555611095,2023-04-15T12.46.51.095,5.370,-0.581,0.128,-0.438
1681555611105,2023-04-15T12.46.51.105,5.380,-0.573,0.123,-0.415
1681555611115,2023-04-15T12.46.51.115,5.390,-0.558,0.155,-0.308
1681555611125,2023-04-15T12.46.51.125,5.400,-0.574,0.193,-0.197
1681555611135,2023-04-15T12.46.51.135,5.410,-0.617,0.197,-0.169
1681555611165,2023-04-15T12.46.51.165,5.440,-1.000,-0.115,0.319
1681555611175,2023-04-15T12.46.51.175,5.450,-1.024,-0.296,0.619
1681555611185,2023-04-15T12.46.51.185,5.460,-0.927,-0.464,1.028
1681555611195,2023-04-15T12.46.51.195,5.470,-0.754,-0.583,1.347
1681555611205,2023-04-15T12.46.51.205,5.480,-0.696,-0.578,1.454
1681555611215,2023-04-15T12.46.51.215,5.490,-0.851,-0.465,1.377
1681555611225,2023-04-15T12.46.51.225,5.500,-0.956,-0.341,1.124
1681555611235,2023-04-15T12.46.51.235,5.510,-0.864,-0.198,0.844
1681555611245,2023-04-15T12.46.51.245,5.520,-0.695,-0.045,0.561
1681555611255,2023-04-15T12.46.51.255,5.530,-0.562,0.093,0.083
1681555611265,2023-04-15T12.46.51.265,5.540,-1.145,0.251,-0.566
1681555611275,2023-04-15T12.46.51.275,5.550,-2.901,0.296,-0.907
1681555611285,2023-04-15T12.46.51.285,5.560,-3.423,0.561,-0.979
1681555611295,2023-04-15T12.46.51.295,5.570,-2.386,0.563,-0.413
1681555611305,2023-04-15T12.46.51.305,5.580,-1.074,0.137,0.405
1681555611315,2023-04-15T12.46.51.315,5.590,-0.599,-0.180,0.560
1681555611325,2023-04-15T12.46.51.325,5.600,-0.527,-0.314,0.334
1681555611335,2023-04-15T12.46.51.335,5.610,-0.622,-0.211,0.073
1681555611345,2023-04-15T12.46.51.345,5.620,-0.817,-0.048,-0.208
1681555611355,2023-04-15T12.46.51.355,5.630,-0.964,0.145,-0.459
1681555611365,2023-04-15T12.46.51.365,5.640,-1.010,0.294,-0.548
1681555611375,2023-04-15T12.46.51.375,5.650,-0.978,0.364,-0.452
1681555611395,2023-04-15T12.46.51.395,5.670,-0.897,0.127,0.059
1681555611405,2023-04-15T12.46.51.405,5.680,-0.859,0.102,0.074
1681555611435,2023-04-15T12.46.51.435,5.710,-0.995,0.383,0.097
1681555611445,2023-04-15T12.46.51.445,5.720,-0.926,0.335,0.058
1681555611455,2023-04-15T12.46.51.455,5.730,-0.904,0.259,-0.038
1681555611465,2023-04-15T12.46.51.465,5.740,-0.921,0.208,-0.146
1681555611475,2023-04-15T12.46.51.475,5.750,-0.946,0.183,-0.217
1681555611485,2023-04-15T12.46.51.485,5.760,-0.971,0.184,-0.244
1681555611495,2023-04-15T12.46.51.495,5.770,-0.991,0.193,-0.256
1681555611505,2023-04-15T12.46.51.505,5.780,-1.012,0.185,-0.275
1681555611525,2023-04-15T12.46.51.525,5.800,-1.016,0.290,-0.245
1681555611535,2023-04-15T12.46.51.535,5.810,-0.990,0.319,-0.219
1681555611555,2023-04-15T12.46.51.555,5.830,-0.987,0.258,-0.206
1681555611565,2023-04-15T12.46.51.565,5.840,-1.011,0.226,-0.188
1681555611575,2023-04-15T12.46.51.575,5.850,-1.035,0.202,-0.165
1681555611585,2023-04-15T12.46.51.585,5.860,-1.043,0.183,-0.151
1681555611595,2023-04-15T12.46.51.595,5.870,-1.045,0.160,-0.148
1681555611605,2023-04-15T12.46.51.605,5.880,-1.069,0.135,-0.147
1681555611615,2023-04-15T12.46.51.615,5.890,-1.088,0.130,-0.140
1681555611625,2023-04-15T12.46.51.625,5.900,-1.103,0.143,-0.125
1681555611635,2023-04-15T12.46.51.635,5.910,-1.097,0.167,-0.110
1681555611645,2023-04-15T12.46.51.645,5.920,-1.086,0.198,-0.086
1681555611655,2023-04-15T12.46.51.655,5.930,-1.098,0.214,-0.069
1681555611665,2023-04-15T12.46.51.665,5.940,-1.126,0.205,-0.041
1681555611675,2023-04-15T12.46.51.675,5.950,-1.137,0.192,0.006
1681555611685,2023-04-15T12.46.51.685,5.960,-1.110,0.194,0.049
1681555611695,2023-04-15T12.46.51.695,5.970,-1.065,0.203,0.084
1681555611705,2023-04-15T12.46.51.705,5.980,-1.052,0.204,0.105
1681555611715,2023-04-15T12.46.51.715,5.990,-1.067,0.190,0.117
1681555611725,2023-04-15T12.46.51.725,6.000,-1.075,0.182,0.128
1681555611835,2023-04-15T12.46.51.835,6.110,-1.664,0.916,-0.827
1681555611845,2023-04-15T12.46.51.845,6.120,-1.531,0.662,-0.814
1681555611855,2023-04-15T12.46.51.855,6.130,-1.339,0.370,-0.713
1681555611865,2023-04-15T12.46.51.865,6.140,-1.187,0.183,-0.592
1681555611875,2023-04-15T12.46.51.875,6.150,-1.145,0.159,-0.516
1681555611885,2023-04-15T12.46.51.885,6.160,-1.140,0.177,-0.461
1681555612035,2023-04-15T12.46.52.035,6.310,-0.964,0.022,-0.072
1681555612045,2023-04-15T12.46.52.045,6.320,-1.046,0.002,-0.015
1681555612105,2023-04-15T12.46.52.105,6.380,-0.778,-0.016,0.630
1681555612115,2023-04-15T12.46.52.115,6.390,-0.660,0.093,0.417
1681555612155,2023-04-15T12.46.52.155,6.430,-1.102,-0.509,0.656
1681555612165,2023-04-15T12.46.52.165,6.440,-0.727,-0.704,0.438
1681555612195,2023-04-15T12.46.52.195,6.470,-1.016,0.615,-0.426
1681555612205,2023-04-15T12.46.52.205,6.480,-0.954,0.722,-0.352
1681555612235,2023-04-15T12.46.52.235,6.510,-1.016,0.148,-0.186
1681555612245,2023-04-15T12.46.52.245,6.520,-1.164,0.151,-0.139
1681555612255,2023-04-15T12.46.52.255,6.530,-1.177,0.194,-0.008
1681555612265,2023-04-15T12.46.52.265,6.540,-1.098,0.244,0.119
1681555612275,2023-04-15T12.46.52.275,6.550,-0.992,0.253,0.195
1681555612285,2023-04-15T12.46.52.285,6.560,-0.920,0.245,0.159
1681555612295,2023-04-15T12.46.52.295,6.570,-0.899,0.246,0.066
1681555612305,2023-04-15T12.46.52.305,6.580,-0.922,0.238,-0.023
1681555612355,2023-04-15T12.46.52.355,6.630,-0.963,0.212,-0.106
1681555612365,2023-04-15T12.46.52.365,6.640,-0.981,0.211,-0.135
1681555612405,2023-04-15T12.46.52.405,6.680,-1.038,0.201,-0.228
1681555612415,2023-04-15T12.46.52.415,6.690,-1.069,0.172,-0.201
1681555612425,2023-04-15T12.46.52.425,6.700,-1.074,0.186,-0.130
1681555612435,2023-04-15T12.46.52.435,6.710,-1.052,0.223,-0.035
1681555612445,2023-04-15T12.46.52.445,6.720,-1.019,0.253,0.040
1681555612455,2023-04-15T12.46.52.455,6.730,-1.009,0.274,0.061
1681555612465,2023-04-15T12.46.52.465,6.740,-1.016,0.278,0.041
1681555612475,2023-04-15T12.46.52.475,6.750,-1.024,0.274,0.002
1681555612485,2023-04-15T12.46.52.485,6.760,-1.049,0.261,-0.022
1681555612495,2023-04-15T12.46.52.495,6.770,-1.088,0.248,-0.027
1681555612505,2023-04-15T12.46.52.505,6.780,-1.100,0.231,-0.020
1681555612515,2023-04-15T12.46.52.515,6.790,-1.064,0.215,0.000
1681555612525,2023-04-15T12.46.52.525,6.800,-1.023,0.197,0.011
1681555612535,2023-04-15T12.46.52.535,6.810,-1.035,0.163,0.005
1681555612545,2023-04-15T12.46.52.545,6.820,-1.106,0.134,0.010
1681555612555,2023-04-15T12.46.52.555,6.830,-1.196,0.143,0.041
1681555612565,2023-04-15T12.46.52.565,6.840,-1.208,0.146,0.075
1681555612575,2023-04-15T12.46.52.575,6.850,-1.134,0.095,0.144
1681555612585,2023-04-15T12.46.52.585,6.860,-1.011,-0.000,0.248
1681555612595,2023-04-15T12.46.52.595,6.870,-0.955,-0.072,0.284
1681555612605,2023-04-15T12.46.52.605,6.880,-1.059,-0.070,0.252
1681555612615,2023-04-15T12.46.52.615,6.890,-1.174,0.073,0.215
1681555612625,2023-04-15T12.46.52.625,6.900,-1.301,0.195,0.128
1681555612635,2023-04-15T12.46.52.635,6.910,-1.453,0.154,0.087
1681555612645,2023-04-15T12.46.52.645,6.920,-1.529,0.063,0.172
1681555612655,2023-04-15T12.46.52.655,6.930,-1.547,-0.030,0.267
1681555612665,2023-04-15T12.46.52.665,6.940,-1.531,-0.148,0.351
1681555612675,2023-04-15T12.46.52.675,6.950,-1.413,-0.209,0.392
1681555612685,2023-04-15T12.46.52.685,6.960,-1.188,-0.108,0.282
1681555612695,2023-04-15T12.46.52.695,6.970,-1.043,0.133,-0.062
1681555612705,2023-04-15T12.46.52.705,6.980,-1.121,0.393,-0.453
1681555612715,2023-04-15T12.46.52.715,6.990,-1.391,0.589,-0.683
1681555612725,2023-04-15T12.46.52.725,7.000,-1.602,0.715,-0.771
1681555612735,2023-04-15T12.46.52.735,7.010,-1.619,0.710,-0.804
1681555612745,2023-04-15T12.46.52.745,7.020,-1.545,0.618,-0.769
1681555612755,2023-04-15T12.46.52.755,7.030,-1.432,0.562,-0.726
1681555612765,2023-04-15T12.46.52.765,7.040,-1.282,0.450,-0.622
1681555612775,2023-04-15T12.46.52.775,7.050,-1.164,0.328,-0.513
1681555612785,2023-04-15T12.46.52.785,7.060,-1.109,0.264,-0.492
1681555612795,2023-04-15T12.46.52.795,7.070,-1.112,0.280,-0.538
1681555612805,2023-04-15T12.46.52.805,7.080,-1.135,0.211,-0.675
1681555612815,2023-04-15T12.46.52.815,7.090,-1.183,0.163,-0.686
1681555612825,2023-04-15T12.46.52.825,7.100,-1.187,0.344,-0.660
1681555612835,2023-04-15T12.46.52.835,7.110,-1.123,0.335,-0.755
1681555612865,2023-04-15T12.46.52.865,7.140,-0.828,0.207,-0.799
1681555612875,2023-04-15T12.46.52.875,7.150,-0.755,0.242,-0.735
1681555612895,2023-04-15T12.46.52.895,7.170,-0.690,0.017,-0.554
1681555612905,2023-04-15T12.46.52.905,7.180,-0.695,-0.027,-0.523
1681555612915,2023-04-15T12.46.52.915,7.190,-0.710,0.008,-0.479
1681555612925,2023-04-15T12.46.52.925,7.200,-0.714,0.092,-0.455
1681555612935,2023-04-15T12.46.52.935,7.210,-0.694,0.185,-0.452
1681555612945,2023-04-15T12.46.52.945,7.220,-0.671,0.252,-0.444
1681555612955,2023-04-15T12.46.52.955,7.230,-0.665,0.259,-0.439
1681555612965,2023-04-15T12.46.52.965,7.240,-0.679,0.211,-0.454
1681555613005,2023-04-15T12.46.53.005,7.280,-1.011,-0.034,0.008
1681555613015,2023-04-15T12.46.53.015,7.290,-1.152,-0.080,0.096
1681555613025,2023-04-15T12.46.53.025,7.300,-1.223,-0.187,0.231
1681555613035,2023-04-15T12.46.53.035,7.310,-1.196,-0.283,0.397
1681555613045,2023-04-15T12.46.53.045,7.320,-1.080,-0.290,0.561
1681555613055,2023-04-15T12.46.53.055,7.330,-0.932,-0.232,0.776
1681555613345,2023-04-15T12.46.53.345,7.620,-1.036,0.272,0.008
1681555613355,2023-04-15T12.46.53.355,7.630,-1.042,0.246,0.009
1681555613475,2023-04-15T12.46.53.475,7.750,-1.015,0.367,-0.049
1681555613485,2023-04-15T12.46.53.485,7.760,-1.030,0.364,-0.054
1681555613495,2023-04-15T12.46.53.495,7.770,-1.044,0.328,-0.046
1681555613505,2023-04-15T12.46.53.505,7.780,-1.064,0.277,-0.011
1681555613515,2023-04-15T12.46.53.515,7.790,-1.083,0.227,0.035
1681555613525,2023-04-15T12.46.53.525,7.800,-1.096,0.169,0.077
1681555613545,2023-04-15T12.46.53.545,7.820,-1.132,0.015,0.110
1681555613555,2023-04-15T12.46.53.555,7.830,-1.133,-0.048,0.085
1681555613585,2023-04-15T12.46.53.585,7.860,-1.187,-0.124,-0.207
1681555613595,2023-04-15T12.46.53.595,7.870,-1.181,-0.122,-0.245
1681555613605,2023-04-15T12.46.53.605,7.880,-1.187,-0.094,-0.262
1681555613615,2023-04-15T12.46.53.615,7.890,-1.179,-0.050,-0.261
1681555613625,2023-04-15T12.46.53.625,7.900,-1.148,-0.010,-0.259
1681555613635,2023-04-15T12.46.53.635,7.910,-1.105,0.007,-0.244
1681555613645,2023-04-15T12.46.53.645,7.920,-1.067,-0.003,-0.223
1681555613655,2023-04-15T12.46.53.655,7.930,-1.034,-0.003,-0.201
1681555613675,2023-04-15T12.46.53.675,7.950,-1.068,0.005,-0.142
1681555613685,2023-04-15T12.46.53.685,7.960,-1.091,0.042,-0.138
1681555613695,2023-04-15T12.46.53.695,7.970,-1.138,0.069,-0.148
1681555613705,2023-04-15T12.46.53.705,7.980,-1.222,0.131,-0.155
1681555613715,2023-04-15T12.46.53.715,7.990,-1.155,0.040,-0.197
1681555613725,2023-04-15T12.46.53.725,8.000,-1.151,0.067,-0.215
1681555613735,2023-04-15T12.46.53.735,8.010,-1.175,0.108,-0.245
1681555613745,2023-04-15T12.46.53.745,8.020,-1.200,0.144,-0.289
1681555613755,2023-04-15T12.46.53.755,8.030,-1.182,0.160,-0.318
1681555613765,2023-04-15T12.46.53.765,8.040,-1.154,0.172,-0.356
1681555613775,2023-04-15T12.46.53.775,8.050,-1.129,0.182,-0.397
1681555613785,2023-04-15T12.46.53.785,8.060,-1.100,0.178,-0.424
1681555613795,2023-04-15T12.46.53.795,8.070,-1.109,0.201,-0.462
1681555613805,2023-04-15T12.46.53.805,8.080,-1.098,0.211,-0.480
1681555613815,2023-04-15T12.46.53.815,8.090,-1.069,0.207,-0.484
1681555613825,2023-04-15T12.46.53.825,8.100,-1.067,0.213,-0.494
1681555613835,2023-04-15T12.46.53.835,8.110,-1.066,0.205,-0.487
1681555613845,2023-04-15T12.46.53.845,8.120,-1.046,0.174,-0.466
1681555613855,2023-04-15T12.46.53.855,8.130,-1.038,0.126,-0.442
1681555613865,2023-04-15T12.46.53.865,8.140,-1.021,0.091,-0.413